ein,name,city,state,country,organization type,strein,guidestar_url,asset_amount,income_amount,revenue_amount
815089884,Ari Susman Philanthropic Foundation,Dallas,TX,United States,PF,81-5089884,https://www.guidestar.org/profile/81-5089884,0.0,0.0,0.0
237750449,Armeta Schey Leach Tr UW,Las Vegas,NV,United States,PF,23-7750449,https://www.guidestar.org/profile/23-7750449,0.0,0.0,0.0
237016765,Sack Foundation Inc.,Palm Bch Gdns,FL,United States,PF,23-7016765,https://www.guidestar.org/profile/23-7016765,0.0,0.0,0.0
316210487,The Sulsberger Foundation,Columbus,OH,United States,PF,31-6210487,https://www.guidestar.org/profile/31-6210487,0.0,0.0,0.0
830511972,Virginia T Dashiell Charitable Foundation,Yorktown,VA,United States,PF,83-0511972,https://www.guidestar.org/profile/83-0511972,0.0,0.0,0.0
421747157,Gruschow Foundation,Chicago,IL,United States,PF,42-1747157,https://www.guidestar.org/profile/42-1747157,0.0,0.0,0.0
586365349,Duo Charitable Foundation,Ponte Vedra,FL,United States,PF,58-6365349,https://www.guidestar.org/profile/58-6365349,0.0,0.0,0.0
550764535,Albert Schenk III and Kathleen H Schenk Char Tr No 1,Wheeling,WV,United States,PF,55-0764535,https://www.guidestar.org/profile/55-0764535,0.0,0.0,0.0
746050262,A I and Manet Schepps Foundation Inc.,Bellaire,TX,United States,PF,74-6050262,https://www.guidestar.org/profile/74-6050262,0.0,0.0,0.0
316177129,D J and J N Knull Fund Bancohio,Pittsburgh,PA,United States,PF,31-6177129,https://www.guidestar.org/profile/31-6177129,0.0,0.0,0.0
203750117,The Carl and Donna Anderson Foundation,White Plains,NY,United States,PF,20-3750117,https://www.guidestar.org/profile/20-3750117,0.0,0.0,0.0
452474675,Robert and Meili Hefner Foundation,Oklahoma City,OK,United States,PF,45-2474675,https://www.guidestar.org/profile/45-2474675,0.0,0.0,0.0
756333692,Tims Foundation,Azle,TX,United States,PF,75-6333692,https://www.guidestar.org/profile/75-6333692,0.0,0.0,0.0
363407627,James V Insolia Family Foundation C S Pyshos,Des Plaines,IL,United States,PF,36-3407627,https://www.guidestar.org/profile/36-3407627,0.0,0.0,0.0
316672086,Donald A Gordon Private Foundation,La Crosse,WI,United States,PF,31-6672086,https://www.guidestar.org/profile/31-6672086,0.0,0.0,0.0
936091423,Lyle P Bartholomew Scholarship and Loan Fund,Dallas,TX,United States,PF,93-6091423,https://www.guidestar.org/profile/93-6091423,0.0,0.0,0.0
376297526,David E Oram Scholarship Trust,Watseka,IL,United States,PF,37-6297526,https://www.guidestar.org/profile/37-6297526,0.0,0.0,0.0
275276739,Reginald R and Jameson A Baxter Foundation,North Palm Beach,FL,United States,PF,27-5276739,https://www.guidestar.org/profile/27-5276739,0.0,0.0,0.0
453913677,Norman C Danielson Foundation,Vancouver,WA,United States,PF,45-3913677,https://www.guidestar.org/profile/45-3913677,0.0,0.0,0.0
850467450,Bryan Family Foundation,Albuquerque,NM,United States,PF,85-0467450,https://www.guidestar.org/profile/85-0467450,0.0,0.0,0.0
742594247,Dora Freedman Levit Fund for People,Santa Monica,CA,United States,PF,74-2594247,https://www.guidestar.org/profile/74-2594247,0.0,0.0,0.0
270323111,Mt. Moro Foundation,Stamford,CT,United States,PF,27-0323111,https://www.guidestar.org/profile/27-0323111,0.0,0.0,0.0
760484794,Lehmkuhl Foundation,Saint Louis,MO,United States,PF,76-0484794,https://www.guidestar.org/profile/76-0484794,0.0,0.0,0.0
814606886,Austin Family Foundation Inc.,Walworth,WI,United States,PF,81-4606886,https://www.guidestar.org/profile/81-4606886,0.0,0.0,0.0
954490781,Kay Family Charitable Foundation,Beverly Hills,CA,United States,PF,95-4490781,https://www.guidestar.org/profile/95-4490781,0.0,0.0,0.0
824083542,Friends of the Orange Council on Aging,Orange,MA,United States,PF,82-4083542,https://www.guidestar.org/profile/82-4083542,0.0,0.0,0.0
845167665,Dsny Foundation Inc.,Ridgewood,NY,United States,PF,84-5167665,https://www.guidestar.org/profile/84-5167665,0.0,0.0,0.0
431868688,Mos Family Foundation,Kansas City,MO,United States,PF,43-1868688,https://www.guidestar.org/profile/43-1868688,0.0,0.0,0.0
825046914,First Ward Foundation Inc.,Chicago,IL,United States,PF,82-5046914,https://www.guidestar.org/profile/82-5046914,0.0,0.0,0.0
810528257,Jessica McBride Lidholm and Jason Erik Lidholm Scholarship Fund Inc.,Billings,MT,United States,PF,81-0528257,https://www.guidestar.org/profile/81-0528257,0.0,0.0,0.0
26055400,Annie L Rowell Charitable Remainder Trust,Concord,NH,United States,PF,02-6055400,https://www.guidestar.org/profile/02-6055400,0.0,0.0,0.0
367419069,Mlg Foundation Tr,Grosse Pt Pk,MI,United States,PF,36-7419069,https://www.guidestar.org/profile/36-7419069,0.0,0.0,0.0
43179861,Employers Association Training Center Inc.,Agawam,MA,United States,PF,04-3179861,https://www.guidestar.org/profile/04-3179861,0.0,0.0,0.0
116460945,Ester Eisenberg Charitable Trust,Hollis,NY,United States,PF,11-6460945,https://www.guidestar.org/profile/11-6460945,0.0,0.0,0.0
391960035,Bradshaw-Knight Foundation Inc.,Madison,WI,United States,PF,39-1960035,https://www.guidestar.org/profile/39-1960035,0.0,0.0,0.0
364052065,Crab Tree Farm Foundation Inc.,Lake Bluff,IL,United States,PF,36-4052065,https://www.guidestar.org/profile/36-4052065,0.0,0.0,0.0
831935774,Gateway Lera Association-Labor and Employer Relations Association,Moscow Mills,MO,United States,PF,83-1935774,https://www.guidestar.org/profile/83-1935774,0.0,0.0,0.0
751574708,George F & Mary L Leone Foundation,Fort Worth,TX,United States,PF,75-1574708,https://www.guidestar.org/profile/75-1574708,0.0,0.0,0.0
851339343,Cho Foundation,Issaquah,WA,United States,PF,85-1339343,https://www.guidestar.org/profile/85-1339343,0.0,0.0,0.0
770154542,Counsellor Foundation Inc.,Davis,CA,United States,PF,77-0154542,https://www.guidestar.org/profile/77-0154542,0.0,0.0,0.0
593773382,Chris T Sullivan Foundation Inc.,Tampa,FL,United States,PF,59-3773382,https://www.guidestar.org/profile/59-3773382,0.0,0.0,0.0
133789060,Lee and Cynthia Vance Foundation,Albany,NY,United States,PF,13-3789060,https://www.guidestar.org/profile/13-3789060,0.0,0.0,0.0
463429434,Lu-Wong Foundation,Port Orchard,WA,United States,PF,46-3429434,https://www.guidestar.org/profile/46-3429434,0.0,0.0,0.0
426582097,Nellie Jensen Charitable Tr,Milwaukee,WI,United States,PF,42-6582097,https://www.guidestar.org/profile/42-6582097,0.0,0.0,0.0
522324227,Westbridge Inc.,Manchester,NH,United States,POF,52-2324227,https://www.guidestar.org/profile/52-2324227,0.0,0.0,0.0
830654067,Grow Foundation Inc.,Montclair,NJ,United States,POF,83-0654067,https://www.guidestar.org/profile/83-0654067,0.0,0.0,0.0
814763329,Indo American Foundation A Nj Nonprofit Corporation,Kearny,NJ,United States,POF,81-4763329,https://www.guidestar.org/profile/81-4763329,0.0,0.0,0.0
471354664,Family House Mission Bay Inc.,San Francisco,CA,United States,SO,47-1354664,https://www.guidestar.org/profile/47-1354664,0.0,0.0,0.0
832591755,Bear Valley Unified School District Education Foundation,Big Bear Lake,CA,United States,SO,83-2591755,https://www.guidestar.org/profile/83-2591755,0.0,0.0,0.0
631072547,Clay Foundation Inc.,Mobile,AL,United States,SOUNK,63-1072547,https://www.guidestar.org/profile/63-1072547,0.0,0.0,0.0
611111678,Kentucky Optometric Foundation Inc.,Frankfort,KY,United States,SOUNK,61-1111678,https://www.guidestar.org/profile/61-1111678,0.0,0.0,0.0
206533639,Thompson Valley Rotary Club Foundation,Loveland,CO,United States,SOUNK,20-6533639,https://www.guidestar.org/profile/20-6533639,0.0,0.0,0.0
391255714,Educational & Institutional Insurance Administrators Inc.,Chicago,IL,United States,SOUNK,39-1255714,https://www.guidestar.org/profile/39-1255714,0.0,0.0,0.0
391603341,Door County Library Foundation,Sturgeon Bay,WI,United States,SOUNK,39-1603341,https://www.guidestar.org/profile/39-1603341,0.0,0.0,0.0
341265105,Columbus Colony Inc.,Westerville,OH,United States,SOUNK,34-1265105,https://www.guidestar.org/profile/34-1265105,0.0,0.0,0.0
237414672,Indian Hills Community College Foundation,Ottumwa,IA,United States,SOUNK,23-7414672,https://www.guidestar.org/profile/23-7414672,0.0,0.0,0.0
